Company Name,Position Title,Location,Status,Date,0
,,,,,"{'Company Name': 'Coders Data', 'Position Title': 'Data Analyst', 'Location': 'San Francisco Bay Area', 'Status': 'Applied', 'Date': datetime.datetime(2024, 3, 10, 20, 59, 21, 988875)}"
